,0,1,2,3,4,5,6,7,8,9,y
0,0.5862068965517241,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0,0.20689655172413793,Human
1,0.6470588235294118,0.07352941176470588,0.014705882352941176,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.20588235294117646,Human
2,0.4166666666666667,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.3541666666666667,Human
3,0.34210526315789475,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.39473684210526316,Human
4,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,Human
5,0.43548387096774194,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.0,0.27419354838709675,Human
6,0.36065573770491804,0.08196721311475409,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.0,0.03278688524590164,0.0,0.4262295081967213,Human
7,0.24242424242424243,0.045454545454545456,0.06060606060606061,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,0.5909090909090909,Human
8,0.3389830508474576,0.06779661016949153,0.0,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.4745762711864407,Human
9,0.5068493150684932,0.0821917808219178,0.0,0.0,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0,0.0,0.3561643835616438,Human
10,0.4925373134328358,0.029850746268656716,0.029850746268656716,0.0,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.3582089552238806,Human
11,0.3783783783783784,0.013513513513513514,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.04054054054054054,0.013513513513513514,0.0,0.013513513513513514,0.4594594594594595,Human
12,0.4444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.4444444444444444,Human
13,0.47058823529411764,0.11764705882352941,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.3235294117647059,Human
14,0.6521739130434783,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,Human
15,0.5405405405405406,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.3783783783783784,Human
16,0.5,0.06756756756756757,0.013513513513513514,0.013513513513513514,0.0,0.0,0.02702702702702703,0.013513513513513514,0.013513513513513514,0.35135135135135137,Human
17,0.22580645161290322,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.6451612903225806,Human
18,0.36764705882352944,0.08823529411764706,0.04411764705882353,0.058823529411764705,0.04411764705882353,0.0,0.029411764705882353,0.0,0.0,0.36764705882352944,Human
19,0.3972602739726027,0.0273972602739726,0.0547945205479452,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0273972602739726,0.0,0.4246575342465753,Human
20,0.37777777777777777,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.4222222222222222,Human
21,0.5925925925925926,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.2962962962962963,Human
22,0.44329896907216493,0.09278350515463918,0.030927835051546393,0.030927835051546393,0.0,0.0,0.0,0.020618556701030927,0.010309278350515464,0.3711340206185567,Human
23,0.4375,0.09375,0.125,0.03125,0.0,0.0,0.03125,0.03125,0.0,0.25,Human
24,0.5666666666666667,0.13333333333333333,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,Human
25,0.35714285714285715,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.0,0.0,0.023809523809523808,0.40476190476190477,Human
26,0.3269230769230769,0.038461538461538464,0.038461538461538464,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,Human
27,0.3939393939393939,0.18181818181818182,0.15151515151515152,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.18181818181818182,Human
28,0.39655172413793105,0.05172413793103448,0.017241379310344827,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.39655172413793105,Human
29,0.4090909090909091,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.0,0.06818181818181818,0.0,0.022727272727272728,0.3409090909090909,Human
30,0.4772727272727273,0.045454545454545456,0.045454545454545456,0.011363636363636364,0.022727272727272728,0.056818181818181816,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.2727272727272727,Human
31,0.2857142857142857,0.04285714285714286,0.05714285714285714,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.0,0.5285714285714286,Human
32,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.4782608695652174,Human
33,0.48214285714285715,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.375,Human
34,0.5121951219512195,0.07317073170731707,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.2926829268292683,Human
35,0.6170212765957447,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0,0.02127659574468085,0.0,0.19148936170212766,Human
36,0.35714285714285715,0.05357142857142857,0.0,0.017857142857142856,0.0,0.03571428571428571,0.0,0.0,0.017857142857142856,0.5178571428571429,Human
37,0.3404255319148936,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.06382978723404255,0.0,0.0,0.5531914893617021,Human
38,0.36507936507936506,0.1111111111111111,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.06349206349206349,0.0,0.0,0.3968253968253968,Human
39,0.5217391304347826,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.30434782608695654,Human
40,0.3181818181818182,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.0,0.022727272727272728,0.0,0.0,0.45454545454545453,Human
41,0.5303030303030303,0.030303030303030304,0.030303030303030304,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.030303030303030304,0.0,0.0,0.30303030303030304,Human
