,0,1,2,3,4,5,6,7,8,9,y
0,0.5111111111111111,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.4222222222222222,Human
1,0.5370370370370371,0.037037037037037035,0.05555555555555555,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.0,0.0,0.25925925925925924,Human
2,0.5268817204301075,0.06451612903225806,0.053763440860215055,0.03225806451612903,0.010752688172043012,0.03225806451612903,0.0,0.021505376344086023,0.010752688172043012,0.24731182795698925,Human
3,0.47058823529411764,0.04411764705882353,0.04411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.014705882352941176,0.3382352941176471,Human
4,0.37735849056603776,0.09433962264150944,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.0,0.03773584905660377,0.33962264150943394,Human
5,0.32075471698113206,0.03773584905660377,0.0,0.018867924528301886,0.018867924528301886,0.07547169811320754,0.03773584905660377,0.05660377358490566,0.05660377358490566,0.37735849056603776,Human
6,0.3770491803278688,0.04918032786885246,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.0,0.04918032786885246,0.01639344262295082,0.03278688524590164,0.4098360655737705,Human
7,0.35714285714285715,0.05952380952380952,0.03571428571428571,0.011904761904761904,0.0,0.05952380952380952,0.03571428571428571,0.023809523809523808,0.011904761904761904,0.40476190476190477,Human
8,0.29411764705882354,0.07352941176470588,0.07352941176470588,0.014705882352941176,0.029411764705882353,0.0,0.04411764705882353,0.0,0.0,0.47058823529411764,Human
9,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,Human
10,0.5238095238095238,0.09523809523809523,0.047619047619047616,0.0,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.2857142857142857,Human
11,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,Human
12,0.47058823529411764,0.058823529411764705,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.38235294117647056,Human
13,0.4024390243902439,0.036585365853658534,0.08536585365853659,0.024390243902439025,0.036585365853658534,0.024390243902439025,0.024390243902439025,0.036585365853658534,0.012195121951219513,0.3170731707317073,Human
14,0.4307692307692308,0.09230769230769231,0.03076923076923077,0.0,0.0,0.06153846153846154,0.03076923076923077,0.0,0.015384615384615385,0.3384615384615385,Human
15,0.37037037037037035,0.06172839506172839,0.07407407407407407,0.012345679012345678,0.08641975308641975,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.012345679012345678,0.30864197530864196,Human
16,0.5232558139534884,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.29069767441860467,Human
