    ,date      ,close             ,volume
8774,2021-01-04,217.69000244140625,37130100
8775,2021-01-05,217.89999389648438,23823000
8776,2021-01-06,212.25            ,35930700
8777,2021-01-07,218.2899932861328 ,27694500
8778,2021-01-08,219.6199951171875 ,22956200
8779,2021-01-11,217.49000549316406,23031300
8780,2021-01-12,214.92999267578125,23249300
8781,2021-01-13,216.33999633789062,20087100
8782,2021-01-14,213.02000427246094,29480800
8783,2021-01-15,212.64999389648438,31746500
8784,2021-01-19,216.44000244140625,30480900
8785,2021-01-20,224.33999633789062,37777300
8786,2021-01-21,224.97000122070312,30709400
8787,2021-01-22,225.9499969482422 ,30172700
8788,2021-01-25,229.52999877929688,33152100
8789,2021-01-26,232.3300018310547 ,49169600
8790,2021-01-27,232.89999389648438,69870600
8791,2021-01-28,238.92999267578125,49111200
8792,2021-01-29,231.9600067138672 ,42503100
8793,2021-02-01,239.64999389648438,33314200
8794,2021-02-02,239.50999450683594,25916300
8795,2021-02-03,243.0             ,27158100
8796,2021-02-04,242.00999450683594,25296100
8797,2021-02-05,242.1999969482422 ,18054800
8798,2021-02-08,242.47000122070312,22211900
8799,2021-02-09,243.77000427246094,23565000
8800,2021-02-10,242.82000732421875,22186700
8801,2021-02-11,244.49000549316406,15751100
8802,2021-02-12,244.99000549316406,16561100
8803,2021-02-16,243.6999969482422 ,26728500
8804,2021-02-17,244.1999969482422 ,21653500
8805,2021-02-18,243.7899932861328 ,16925600
8806,2021-02-19,240.97000122070312,25262600
8807,2021-02-22,234.50999450683594,36446900
8808,2021-02-23,233.27000427246094,30228700
8809,2021-02-24,234.5500030517578 ,26339700
8810,2021-02-25,228.99000549316406,39542200
8811,2021-02-26,232.3800048828125 ,37819200
8812,2021-03-01,236.94000244140625,25324000
8813,2021-03-02,233.8699951171875 ,22812500
8814,2021-03-03,227.55999755859375,34029500
8815,2021-03-04,226.72999572753906,44727800
8816,2021-03-05,231.60000610351562,41872800
8817,2021-03-08,227.38999938964844,35267400
8818,2021-03-09,233.77999877929688,33080500
8819,2021-03-10,232.4199981689453 ,29746800
8820,2021-03-11,237.1300048828125 ,29907600
8821,2021-03-12,235.75            ,22653700
8822,2021-03-15,234.80999755859375,26034900
8823,2021-03-16,237.7100067138672 ,28092200
8824,2021-03-17,237.0399932861328 ,29562100
8825,2021-03-18,230.72000122070312,34833000
8826,2021-03-19,230.35000610351562,46430700
8827,2021-03-22,235.99000549316406,30127000
8828,2021-03-23,237.5800018310547 ,31638400
8829,2021-03-24,235.4600067138672 ,25620100
8830,2021-03-25,232.33999633789062,34061900
8831,2021-03-26,236.47999572753906,25479900
8832,2021-03-29,235.24000549316406,25227500
8833,2021-03-30,231.85000610351562,24792000
8834,2021-03-31,235.77000427246094,43623500
8835,2021-04-01,242.35000610351562,30338000
8836,2021-04-05,249.07000732421875,36910600
8837,2021-04-06,247.86000061035156,22931900
8838,2021-04-07,249.89999389648438,22719800
8839,2021-04-08,253.25            ,23625200
8840,2021-04-09,255.85000610351562,24326800
8841,2021-04-12,255.91000366210938,27148700
8842,2021-04-13,258.489990234375  ,23837500
8843,2021-04-14,255.58999633789062,23070900
8844,2021-04-15,259.5             ,25627500
8845,2021-04-16,260.739990234375  ,24878600
8846,2021-04-19,258.739990234375  ,23209300
8847,2021-04-20,258.260009765625  ,19722900
8848,2021-04-21,260.5799865722656 ,24030400
8849,2021-04-22,257.1700134277344 ,25606200
8850,2021-04-23,261.1499938964844 ,21462600
8851,2021-04-26,261.54998779296875,19763300
8852,2021-04-27,261.9700012207031 ,31014200
8853,2021-04-28,254.55999755859375,46903100
8854,2021-04-29,252.50999450683594,40589000
8855,2021-04-30,252.17999267578125,30929200
8856,2021-05-03,251.86000061035156,19626600
8857,2021-05-04,247.7899932861328 ,32756100
8858,2021-05-05,246.47000122070312,21901300
8859,2021-05-06,249.72999572753906,26491100
8860,2021-05-07,252.4600067138672 ,27010100
8861,2021-05-10,247.17999267578125,29299900
8862,2021-05-11,246.22999572753906,33641600
8863,2021-05-12,239.0             ,36684400
8864,2021-05-13,243.02999877929688,29624300
8865,2021-05-14,248.14999389648438,23868600
8866,2021-05-17,245.17999267578125,24970200
8867,2021-05-18,243.0800018310547 ,20168000
8868,2021-05-19,243.1199951171875 ,25739800
8869,2021-05-20,246.47999572753906,21800700
8870,2021-05-21,245.1699981689453 ,21863100
8871,2021-05-24,250.77999877929688,21411500
8872,2021-05-25,251.72000122070312,17704300
8873,2021-05-26,251.49000549316406,17771600
8874,2021-05-27,249.30999755859375,24410800
8875,2021-05-28,249.67999267578125,18270200
8876,2021-06-01,247.39999389648438,23213300
