,date,actual,predicted,error,percentage_change,meanval,deviation,-3s,3s,-2s,2s,-1s,1s,impact,color,region,anomaly_points
21,2021-04-30,55.220001220703125,64.96978811031134,-9.749786889608217,-17.656259822668783,-1.5942491552540576,3.9297594349978535,-9.453768025249765,6.265269714741649,-8.471328166500301,5.282829855992185,-7.4888883077508375,4.300389997242723,0,3,NEGATIVE,-9.749786889608217
76,2021-02-10,67.7699966430664,59.771505417689,7.998491225377407,11.802407586803,2.253750424467166,2.5996643251104157,-2.9455782257536653,7.453079074687997,-2.295662144476061,6.8031629934103925,-1.6457460631984575,6.15324691213279,7,3,POSITIVE,7.998491225377407
