,date,close,volume
10100,2021-01-04,129.41000366210938,143301900
10101,2021-01-05,131.00999450683594,97664900
10102,2021-01-06,126.5999984741211,155088000
10103,2021-01-07,130.9199981689453,109578200
10104,2021-01-08,132.0500030517578,105158200
10105,2021-01-11,128.97999572753906,100384500
10106,2021-01-12,128.8000030517578,91951100
10107,2021-01-13,130.88999938964844,88636800
10108,2021-01-14,128.91000366210938,90221800
10109,2021-01-15,127.13999938964844,111598500
10110,2021-01-19,127.83000183105469,90757300
10111,2021-01-20,132.02999877929688,104319500
10112,2021-01-21,136.8699951171875,120150900
10113,2021-01-22,139.07000732421875,114459400
10114,2021-01-25,142.9199981689453,157611700
10115,2021-01-26,143.16000366210938,98390600
10116,2021-01-27,142.05999755859375,140843800
10117,2021-01-28,137.08999633789062,142621100
10118,2021-01-29,131.9600067138672,177523800
10119,2021-02-01,134.13999938964844,106239800
10120,2021-02-02,134.99000549316406,83305400
10121,2021-02-03,133.94000244140625,89880900
10122,2021-02-04,137.38999938964844,84183100
10123,2021-02-05,136.75999450683594,75693800
10124,2021-02-08,136.91000366210938,71297200
10125,2021-02-09,136.00999450683594,76774200
10126,2021-02-10,135.38999938964844,73046600
10127,2021-02-11,135.1300048828125,64280000
10128,2021-02-12,135.3699951171875,60145100
10129,2021-02-16,133.19000244140625,80576300
10130,2021-02-17,130.83999633789062,97918500
10131,2021-02-18,129.7100067138672,96856700
10132,2021-02-19,129.8699951171875,87668800
10133,2021-02-22,126.0,103916400
10134,2021-02-23,125.86000061035156,158273000
10135,2021-02-24,125.3499984741211,111039900
10136,2021-02-25,120.98999786376953,148199500
10137,2021-02-26,121.26000213623047,164560400
10138,2021-03-01,127.79000091552734,116307900
10139,2021-03-02,125.12000274658203,102260900
10140,2021-03-03,122.05999755859375,112966300
10141,2021-03-04,120.12999725341797,178155000
10142,2021-03-05,121.41999816894531,153766600
10143,2021-03-08,116.36000061035156,154376600
10144,2021-03-09,121.08999633789062,129525800
10145,2021-03-10,119.9800033569336,111943300
10146,2021-03-11,121.95999908447266,103026500
10147,2021-03-12,121.02999877929688,88105100
10148,2021-03-15,123.98999786376953,92403800
10149,2021-03-16,125.56999969482422,115227900
10150,2021-03-17,124.76000213623047,111932600
10151,2021-03-18,120.52999877929688,121229700
10152,2021-03-19,119.98999786376953,185549500
10153,2021-03-22,123.38999938964844,111912300
10154,2021-03-23,122.54000091552734,95467100
10155,2021-03-24,120.08999633789062,88530500
10156,2021-03-25,120.58999633789062,98844700
10157,2021-03-26,121.20999908447266,94071200
10158,2021-03-29,121.38999938964844,80819200
10159,2021-03-30,119.9000015258789,85671900
10160,2021-03-31,122.1500015258789,118323800
10161,2021-04-01,123.0,75089100
10162,2021-04-05,125.9000015258789,88651200
10163,2021-04-06,126.20999908447266,80171300
10164,2021-04-07,127.9000015258789,83466700
10165,2021-04-08,130.36000061035156,88844600
10166,2021-04-09,133.0,106686700
10167,2021-04-12,131.24000549316406,91420000
10168,2021-04-13,134.42999267578125,91266500
10169,2021-04-14,132.02999877929688,87222800
10170,2021-04-15,134.5,89347100
10171,2021-04-16,134.16000366210938,84922400
10172,2021-04-19,134.83999633789062,94264200
10173,2021-04-20,133.11000061035156,94812300
10174,2021-04-21,133.5,68847100
10175,2021-04-22,131.94000244140625,84566500
10176,2021-04-23,134.32000732421875,78657500
10177,2021-04-26,134.72000122070312,66905100
10178,2021-04-27,134.38999938964844,66015800
10179,2021-04-28,133.5800018310547,107760100
10180,2021-04-29,133.47999572753906,151101000
10181,2021-04-30,131.4600067138672,109713200
10182,2021-05-03,132.5399932861328,75135100
10183,2021-05-04,127.8499984741211,137564700
10184,2021-05-05,128.10000610351562,84000900
10185,2021-05-06,129.74000549316406,78128300
10186,2021-05-07,130.2100067138672,78892700
10187,2021-05-10,126.8499984741211,88071200
10188,2021-05-11,125.91000366210938,126142800
10189,2021-05-12,122.7699966430664,112172300
10190,2021-05-13,124.97000122070312,105861300
10191,2021-05-14,127.44999694824219,81806500
10192,2021-05-17,126.2699966430664,74244600
10193,2021-05-18,124.8499984741211,63342900
10194,2021-05-19,124.69000244140625,92612000
10195,2021-05-20,127.30999755859375,76857100
10196,2021-05-21,125.43000030517578,79295400
10197,2021-05-24,127.0999984741211,63092900
10198,2021-05-25,126.9000015258789,72009500
10199,2021-05-26,126.8499984741211,56575900
10200,2021-05-27,125.27999877929688,94625600
10201,2021-05-28,124.61000061035156,71311100
10202,2021-06-01,124.27999877929688,67637100
