,date,close,volume
10288,2021-01-04,92.30000305175781,51802600
10289,2021-01-05,92.7699966430664,34208000
10290,2021-01-06,90.33000183105469,51911700
10291,2021-01-07,95.16000366210938,42897200
10292,2021-01-08,94.58000183105469,39816400
10293,2021-01-11,97.25,48600200
10294,2021-01-12,95.36000061035156,67672300
10295,2021-01-13,91.77999877929688,60712900
10296,2021-01-14,90.79000091552734,53408200
10297,2021-01-15,88.20999908447266,49340300
10298,2021-01-19,89.44999694824219,45115100
10299,2021-01-20,88.75,35185800
10300,2021-01-21,91.52999877929688,54221900
10301,2021-01-22,92.79000091552734,71294700
10302,2021-01-25,94.12999725341797,55086900
10303,2021-01-26,94.70999908447266,59449100
10304,2021-01-27,88.83999633789062,73341200
10305,2021-01-28,87.5199966430664,47048400
10306,2021-01-29,85.63999938964844,56735800
10307,2021-02-01,87.66000366210938,42359300
10308,2021-02-02,88.86000061035156,33850000
10309,2021-02-03,87.88999938964844,32312900
10310,2021-02-04,87.83999633789062,30791600
10311,2021-02-05,87.9000015258789,30268700
10312,2021-02-08,91.47000122070312,47639900
10313,2021-02-09,90.91000366210938,37596400
10314,2021-02-10,92.3499984741211,42441300
10315,2021-02-11,92.66000366210938,35571000
10316,2021-02-12,93.7699966430664,38538400
10317,2021-02-16,91.45999908447266,35105900
10318,2021-02-17,89.94000244140625,32245500
10319,2021-02-18,88.63999938964844,35624900
10320,2021-02-19,89.58000183105469,29548300
10321,2021-02-22,85.37000274658203,36930200
10322,2021-02-23,84.73999786376953,49720900
10323,2021-02-24,86.94000244140625,40821200
10324,2021-02-25,82.41999816894531,54625100
10325,2021-02-26,84.51000213623047,48962900
10326,2021-03-01,86.38999938964844,32746200
10327,2021-03-02,84.12999725341797,34828200
10328,2021-03-03,80.86000061035156,43541000
10329,2021-03-04,77.75,60549400
10330,2021-03-05,78.5199966430664,58548900
10331,2021-03-08,73.95999908447266,54563900
10332,2021-03-09,78.52999877929688,45088300
10333,2021-03-10,77.5199966430664,45416600
10334,2021-03-11,81.2300033569336,43583700
10335,2021-03-12,81.05000305175781,32938000
10336,2021-03-15,82.5,39086800
10337,2021-03-16,82.75,42971600
10338,2021-03-17,82.62999725341797,43320600
10339,2021-03-18,78.12000274658203,51036500
10340,2021-03-19,79.05999755859375,42283400
10341,2021-03-22,80.30000305175781,39648600
10342,2021-03-23,78.37999725341797,40466600
10343,2021-03-24,76.4800033569336,43753600
10344,2021-03-25,76.22000122070312,44735100
10345,2021-03-26,77.41000366210938,49148700
10346,2021-03-29,77.13999938964844,37144300
10347,2021-03-30,76.0,39169300
10348,2021-03-31,78.5,43659500
10349,2021-04-01,81.08999633789062,40182400
10350,2021-04-05,81.43000030517578,32610600
10351,2021-04-06,81.44000244140625,29327900
10352,2021-04-07,82.19999694824219,35590900
10353,2021-04-08,83.3499984741211,41925300
10354,2021-04-09,82.76000213623047,32759900
10355,2021-04-12,78.58000183105469,62098800
10356,2021-04-13,80.19000244140625,37767300
10357,2021-04-14,78.55000305175781,34263800
10358,2021-04-15,83.01000213623047,68942800
10359,2021-04-16,82.1500015258789,47280600
10360,2021-04-19,81.11000061035156,39115500
10361,2021-04-20,79.2699966430664,34977800
10362,2021-04-21,81.61000061035156,35069000
10363,2021-04-22,79.05999755859375,38846100
10364,2021-04-23,82.76000213623047,49194000
10365,2021-04-26,85.41000366210938,57594500
10366,2021-04-27,85.20999908447266,61909900
10367,2021-04-28,84.0199966430664,108920300
10368,2021-04-29,83.91000366210938,51294500
10369,2021-04-30,81.62000274658203,46515800
10370,2021-05-03,78.55000305175781,66323300
10371,2021-05-04,78.61000061035156,59194300
10372,2021-05-05,77.83000183105469,42310200
10373,2021-05-06,77.88999938964844,38661300
10374,2021-05-07,78.80999755859375,36931700
10375,2021-05-10,75.98999786376953,45134500
10376,2021-05-11,76.83000183105469,51008200
10377,2021-05-12,74.63999938964844,42531400
10378,2021-05-13,73.08999633789062,48646800
10379,2021-05-14,74.58999633789062,38266300
10380,2021-05-17,74.6500015258789,40779200
10381,2021-05-18,74.44000244140625,31982500
10382,2021-05-19,76.2300033569336,73966200
10383,2021-05-20,78.05999755859375,49135000
10384,2021-05-21,77.16999816894531,40201100
10385,2021-05-24,77.44000244140625,33194300
10386,2021-05-25,77.86000061035156,47353100
10387,2021-05-26,78.33999633789062,30354000
10388,2021-05-27,78.41999816894531,35883200
10389,2021-05-28,80.08000183105469,40952700
10390,2021-06-01,80.80999755859375,43433000
