    ,date      ,close             ,volume
1288,2021-01-04,221.16000366210938,9838400
1289,2021-01-05,229.75            ,9699400
1290,2021-01-06,226.88999938964844,12003500
1291,2021-01-07,239.47999572753906,10214200
1292,2021-01-08,241.4499969482422 ,9102100
1293,2021-01-11,225.5             ,14107500
1294,2021-01-12,227.52000427246094,8437900
1295,2021-01-13,230.9199981689453 ,7601400
1296,2021-01-14,232.7899932861328 ,6706500
1297,2021-01-15,227.75            ,7049200
1298,2021-01-19,227.25999450683594,6505600
1299,2021-01-20,226.64999389648438,6012400
1300,2021-01-21,219.6199951171875 ,10472400
1301,2021-01-22,222.8800048828125 ,6867500
1302,2021-01-25,216.63999938964844,11328100
1303,2021-01-26,209.1699981689453 ,10039500
1304,2021-01-27,202.4600067138672 ,10892700
1305,2021-01-28,219.91000366210938,12500800
1306,2021-01-29,215.9600067138672 ,9383900
1307,2021-02-01,221.94000244140625,7849300
1308,2021-02-02,227.6300048828125 ,6545300
1309,2021-02-03,227.94000244140625,5193400
1310,2021-02-04,237.72000122070312,8893400
1311,2021-02-05,240.3800048828125 ,5090800
1312,2021-02-08,259.9700012207031 ,17114900
1313,2021-02-09,258.1199951171875 ,10815100
1314,2021-02-10,257.489990234375  ,8644600
1315,2021-02-11,265.92999267578125,10214100
1316,2021-02-12,272.75            ,6780800
1317,2021-02-16,276.0199890136719 ,9193600
1318,2021-02-17,270.94000244140625,11094300
1319,2021-02-18,270.8500061035156 ,7236400
1320,2021-02-19,276.57000732421875,7373400
1321,2021-02-22,268.0799865722656 ,9740400
1322,2021-02-23,256.5899963378906 ,18971900
1323,2021-02-24,237.32000732421875,26123100
1324,2021-02-25,227.11000061035156,15916300
1325,2021-02-26,230.02999877929688,14913800
1326,2021-03-01,241.0             ,8989200
1327,2021-03-02,252.1999969482422 ,17345800
1328,2021-03-03,234.1999969482422 ,12151700
1329,2021-03-04,218.41000366210938,18496000
1330,2021-03-05,216.44000244140625,24773600
1331,2021-03-08,201.8699951171875 ,13488100
1332,2021-03-09,225.08999633789062,14495500
1333,2021-03-10,226.72999572753906,12973100
1334,2021-03-11,241.72000122070312,11728000
1335,2021-03-12,242.11000061035156,8850100
1336,2021-03-15,251.22999572753906,8867200
1337,2021-03-16,243.36000061035156,7491600
1338,2021-03-17,246.47000122070312,10154000
1339,2021-03-18,224.3000030517578 ,12435000
1340,2021-03-19,224.83999633789062,10480800
1341,2021-03-22,226.1300048828125 ,6386100
1342,2021-03-23,223.1999969482422 ,5591500
1343,2021-03-24,213.50999450683594,9262500
1344,2021-03-25,208.47000122070312,12878900
1345,2021-03-26,213.60000610351562,9196200
1346,2021-03-29,207.17999267578125,9695800
1347,2021-03-30,212.8300018310547 ,9735700
1348,2021-03-31,227.0500030517578 ,14453700
1349,2021-04-01,229.50999450683594,9260800
1350,2021-04-05,229.9499969482422 ,7535000
1351,2021-04-06,236.5             ,8768500
1352,2021-04-07,245.1199951171875 ,17012200
1353,2021-04-08,258.3699951171875 ,15728200
1354,2021-04-09,261.6499938964844 ,14969000
1355,2021-04-12,265.20001220703125,9051300
1356,2021-04-13,273.2300109863281 ,10561700
1357,2021-04-14,258.3999938964844 ,12486400
1358,2021-04-15,263.0799865722656 ,8944400
1359,2021-04-16,256.1000061035156 ,8549300
1360,2021-04-19,245.3300018310547 ,10735500
1361,2021-04-20,245.5             ,12580000
1362,2021-04-21,245.25            ,9965200
1363,2021-04-22,245.11000061035156,12730800
1364,2021-04-23,246.42999267578125,8459800
1365,2021-04-26,255.77000427246094,8494400
1366,2021-04-27,253.7899932861328 ,6791500
1367,2021-04-28,254.1999969482422 ,6140700
1368,2021-04-29,247.75999450683594,6592800
1369,2021-04-30,244.82000732421875,6181200
1370,2021-05-03,243.67999267578125,5268800
1371,2021-05-04,231.19000244140625,9123600
1372,2021-05-05,231.8699951171875 ,3792900
1373,2021-05-06,223.9600067138672 ,14759100
1374,2021-05-07,233.35000610351562,14820100
1375,2021-05-10,216.42999267578125,13256900
1376,2021-05-11,220.64999389648438,13676100
1377,2021-05-12,206.6699981689453 ,11778300
1378,2021-05-13,197.1300048828125 ,21397100
1379,2021-05-14,207.85000610351562,11479100
1380,2021-05-17,202.9199981689453 ,12133800
1381,2021-05-18,203.16000366210938,10088000
1382,2021-05-19,200.11000061035156,16413300
1383,2021-05-20,204.91000366210938,8336500
1384,2021-05-21,200.00999450683594,9250300
1385,2021-05-24,210.9499969482422 ,13215000
1386,2021-05-25,216.1999969482422 ,14779000
1387,2021-05-26,222.33999633789062,11914400
1388,2021-05-27,220.89999389648438,8545600
1389,2021-05-28,222.52000427246094,6779800
1390,2021-06-01,221.9499969482422 ,6902900
