  ,date      ,actual           ,predicted        ,error             ,percentage_change  ,meanval            ,deviation         ,-3s               ,3s                ,-2s               ,2s                ,-1s                ,1s                ,impact,color,region  ,anomaly_points
19,2021-05-04,127.8499984741211,132.4407493894113,-4.590750915290215,-3.5907320845369095,-0.5411790334161221,1.9997943365818311,-4.540767706579785,3.4584096397475403,-4.040819122434327,2.9584610556020827,-3.5408705382888686,2.4585124714566247,0     ,3    ,NEGATIVE,-4.590750915290215
